node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CC(C)COC(=O)C1=CC=CC=C1OC=O, s:  0.00419
smiles: CC(COC(=O)C1=CC=CC=C1C=O)OC, s:  0.00358
smiles: CCCCOC(=O)OC(=O)C1=CC=CC=C1, s:  0.00287
smiles: CCCCOOC1C2=CC=CC=C2C(=O)O1, s:  0.00268
smiles: CCOC(=O)C1=CC=CC=C1C(=O)COC, s:  0.00238
smiles: CCCCOC(=O)C(=O)OC1=CC=CC=C1, s:  0.00226
smiles: CCC(=O)OC1=CC=CC=C1C(=O)OCC, s:  0.00215
smiles: CCCCC(=O)OC1=CC=CC=C1C(=O)O, s:  0.00208
smiles: CCCCC(=O)OC(=O)C1=CC=CC=C1O, s:  0.00208
smiles: CCC(C(=O)OC(=O)C1=CC=CC=C1)OC, s:  0.00202
smiles: CCCOC(=O)C1=CC=CC=C1OC(=O)C, s:  0.00195
node ID: 13396, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 20 test cadidates: 
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3[C@H](O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3C(O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.11043
smiles: CCC1=CC(=CC=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=CC(=C4)CC)[C@@H](CO)O, s:  0.00068
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)C2OC[C@H](O2)[C@@H]3[C@H](OC(O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00025
smiles: CC1=C(C=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC(=C(C=C4)C)C)C(CO)O)C, s:  0.00025
node ID: 13828, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 20 test cadidates: 
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.32837
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.32837
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.32837
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.01049
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00016
smiles: CCCCCC(COCC(COCC(C)O)(COCC(C)O)COCC(C)O)O, s:  0.00011
smiles: CC(C)OC1=CC=C(C=C1)NC(=NCCCOCCOC)NCCN(C)CCOC, s:  0.00007
smiles: CCCCOCCOCCOCCOCCOC[C@H](COCCOCCCC)O, s:  0.00006
smiles: CCCCOCCOCCOCCOCCOC[C@@H](COCCOCCCC)O, s:  0.00006
smiles: CCCCOCCOCCOCCOCCOCC(COCCOCCCC)O, s:  0.00006
smiles: CCN(CC)CCOC1=C(C=C(C=C1)CNC(=NC)NCCCOCCOC)OC, s:  0.00006
smiles: CCCCOCCOCC(C(CCO)OCCOCCC(COCCCC)O)O, s:  0.00006
smiles: CC(COC)OCC(COCC(C)OC)(COCC(C)OC)COC(C)COC, s:  0.00006
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)C[C@@H](COCC(C)C)O, s:  0.00005
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)CC(COCC(C)C)O, s:  0.00005
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)C[C@H](COCC(C)C)O, s:  0.00005
smiles: CC(COC(COC(C)C(C)O)(COC(C)C(C)O)OCC(C)C(C)O)C(C)O, s:  0.00005
smiles: CCCCCCCC(COCCOCCOCCOCCOCCOCCO)O, s:  0.00005
smiles: CCCCOCCOC(CC(CC(O)OCC)(C(C)O)OCCOCCCC)O, s:  0.00004
smiles: CC(COCC(COCC(C)OC)(COCC(C)OC)COCC(C)OC)OC, s:  0.00004
node ID: 17543, ground truth SMILE: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
top 20 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO, s:  0.97079
smiles: CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO, s:  0.00575
smiles: CC(C)(C)OCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO, s:  0.00366
smiles: CCCCCCCC[N+](CCCCCCCC)(CCCCS(=O)(=O)O)CCOCCOCCCC, s:  0.00229
smiles: CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC, s:  0.00138
smiles: CCCCCCCCCCCCCOCC(C)OCCOCCOCCOCCOCCOCCO, s:  0.00109
smiles: CC(C)(COCCOCCCCCCCCCCOCCOCCOCCO)OC(C)(C)C(C)(C)O, s:  0.00109
smiles: CCCCCC(CC(C)CCCC(CO)O)CC(CC)CCCCC[N+](C)(C)CCCOS(=O)O, s:  0.00098
smiles: CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCOCCOCCOCCO, s:  0.00088
smiles: CCCCCCCCCCCCCCCCCCCCC(C[N+](C)(C)CC(CS(=O)(=O)O)O)OC, s:  0.00052
smiles: C1=CC=C2C(=C1)N(C3=CC=CC=C3N2CCCCCCCCCCCO)CCCCCCCCCCCO, s:  0.00049
smiles: CCCCCC(CC(C)CCCC(CO)O)CC(CC)CCCCC[N+](C)(C)CCCS(=O)(=O)O, s:  0.00042
smiles: CC(C)OCCCOCC(COCCCOC(C)C)(COCCCOC(C)C)OCCCOC(C)C, s:  0.00027
smiles: CCCCCCCCCCCCCCCCCCOCC(CNC)OP(=O)([O-])OCC[N+](C)(C)C, s:  0.00018
smiles: CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN(C)CC)NC, s:  0.00017
smiles: CCCCCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCCCCOC(=O)C=C, s:  0.00016
smiles: CCC(=O)NCCCCCCC(CCCCCCNC(=O)C=C)(CCCOCCCNC)NC(=O)C=C, s:  0.00015
smiles: CCCCCCCCCCCCCCCCCCCOCC(CN)OP(=O)([O-])OCC[N+](C)(C)C, s:  0.00015
smiles: CCCCCCCCCCCOC1=CC=C(C=C1)N=NC2=CC=C(C=C2)OCCCCCCCCCCC, s:  0.00014
smiles: CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)NC, s:  0.00014
