node ID: 832, ground truth SMILE: CC(C(=O)O)O
smiles: CCOC(=O)CCC1=C(C=CC(=C1)S(=O)(=O)O)C=O, s:  0.00080
node ID: 3773, ground truth SMILE: C1=CC=C(C=C1)CC(C(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C=C1)C[C@@H](C(=O)O)O, s:  0.33328
smiles: C1=CC=C(C=C1)CC(C(=O)O)O, s:  0.33328
smiles: C1=CC=C(C=C1)C[C@H](C(=O)O)O, s:  0.33328
smiles: C1=CC=C(C=C1)CC(C=O)OO, s:  0.00005
smiles: C1=CC=C(C=C1)CC(=O)C(O)O, s:  0.00005
smiles: C1=CC=C(C=C1)CC(O)OC=O, s:  0.00003
smiles: C1=CC=C(C=C1)CCC(=O)OO, s:  0.00000
smiles: C1=CC=C(C=C1)CCOC(=O)O, s:  0.00000
smiles: C1=CC=C(C=C1)[C@@H](CO)C(=O)O, s:  0.00000
smiles: C1=CC=C(C=C1)C(CO)C(=O)O, s:  0.00000
smiles: C1=CC=C(C=C1)[C@H](CO)C(=O)O, s:  0.00000
smiles: C1=CC=C(C=C1)CC(=O)OCO, s:  0.00000
smiles: C1=CC=C(C=C1)COCC(=O)O, s:  0.00000
smiles: C1=CC=C(C=C1)C(=O)CC(O)O, s:  0.00000
smiles: C1=CC=C(C=C1)[C@H](CC(=O)O)O, s:  0.00000
smiles: C1=CC=C(C=C1)[C@@H](CC(=O)O)O, s:  0.00000
smiles: C1=CC=C(C=C1)C(CC(=O)O)O, s:  0.00000
smiles: C1=CC=C(C=C1)CC(=C(O)O)O, s:  0.00000
smiles: CC1=CC=CC=C1[C@H](C(=O)O)O, s:  0.00000
smiles: CC1=CC=CC=C1[C@@H](C(=O)O)O, s:  0.00000
node ID: 5203, ground truth SMILE: C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O
top 20 test cadidates: 
smiles: C1=CC=C2C(=C1)C(=CN2)OC(=O)C(=O)O, s:  0.01858
smiles: C1=CC=C2C(=C1)C(=O)C(=CN2)OC(=O)O, s:  0.01590
smiles: C1=CC=C2C(=C1)C(=O)OC(=N2)CC(=O)O, s:  0.00887
smiles: C1=CC(=C2C(=C1)C(=O)NC2=O)CC(=O)O, s:  0.00678
smiles: C1=CC(=C2C(=C1)NC(=O)C2=O)CC(=O)O, s:  0.00616
smiles: C1=CC(=C2C(=C1)NC=C2C(=O)O)C(=O)O, s:  0.00583
smiles: C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C(=O)O, s:  0.00583
smiles: C1=CC(=C2C(=C1)NC=C(C2=O)O)C(=O)O, s:  0.00567
smiles: C1=CC2=C(C=C1C(=O)O)C(=CN2)C(=O)O, s:  0.00526
smiles: C1=CC2=C(C(=C1)O)C(=O)C(=CN2)C(=O)O, s:  0.00515
smiles: C1=CC2=C(NC(=C2C=C1)C(=O)O)C(=O)O, s:  0.00492
smiles: C1=CC=C2C(=C1)C(=C(C(=O)N2)O)C(=O)O, s:  0.00477
smiles: C1=CC=C2C(=C1)C(=C(N2)O)C(=O)C(=O)O, s:  0.00476
smiles: C1=CC=C2C(=C1)C(=C(N2)C(=O)C(=O)O)O, s:  0.00476
smiles: C1=CC(=C(N=C1)C(F)(F)F)CC(=O)O, s:  0.00445
smiles: C1=CC2=C(C(=C1)C(=O)O)NC=C2C(=O)O, s:  0.00436
smiles: C1=CC=C2C(=C1)C(=O)C(=C(N2)C(=O)O)O, s:  0.00433
smiles: C1=CC=C2C(=C1)C(=C(C(=O)N2)C(=O)O)O, s:  0.00433
smiles: C1=CC2=C(C(=C1)O)NC=C(C2=O)C(=O)O, s:  0.00396
smiles: C1=CC2=C(C=C1O)C(=CN2)C(=O)C(=O)O, s:  0.00396
node ID: 4657, ground truth SMILE: C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
top 20 test cadidates: 
smiles: C1=CC2=C(C=C1O)C(=CN2)CC(=O)O, s:  0.68869
smiles: C1=CC2=C(C=C1O)NC=C2CC(=O)O, s:  0.06318
smiles: C1=CC2=C(C=C1CC(=O)O)C(=CN2)O, s:  0.00513
smiles: C1=CC2=C(C(=C1)O)NC=C2CC(=O)O, s:  0.00398
smiles: C1=CC2=C(C=CN2)C(=C1CC(=O)O)O, s:  0.00387
smiles: C1=CC2=C(C(=C1)O)C(=CN2)CC(=O)O, s:  0.00345
smiles: C1=CC2=C(C=C1C(=O)O)C(=CN2)CO, s:  0.00317
smiles: C1=CC2=C(C=C1O)C=C(N2)CC(=O)O, s:  0.00262
smiles: C1=CC2=C(C=C1O)C(=CN2)C(=O)CO, s:  0.00227
smiles: C1=CC2=C(C=C1O)NC(=C2)CC(=O)O, s:  0.00177
smiles: C1=CC(=C(C=C1O)CC(=O)O)CC#N, s:  0.00172
smiles: COC(=O)C1=CNC2=C1C=C(C=C2)O, s:  0.00129
smiles: CC1=C(NC2=C1C=C(C=C2)O)C(=O)O, s:  0.00127
smiles: CC1=C(C2=C(N1)C=CC(=C2)O)C(=O)O, s:  0.00114
smiles: C1=CC2=C(C=C1C(=O)O)NC=C2CO, s:  0.00100
smiles: CC(=O)OC1=CNC2=C1C=C(C=C2)O, s:  0.00097
smiles: C1=CC2=C(C=C1CC(=O)O)C=C(N2)O, s:  0.00082
smiles: C1=CC=C2C(=C1)C(=CN2)CC(=O)OO, s:  0.00079
smiles: C1=CC2=C(C=C(N2)CC(=O)O)C(=C1)O, s:  0.00077
smiles: C1C(=C2C=C(C=CC2=N1)O)CC(=O)O, s:  0.00070
node ID: 6797, ground truth SMILE: C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
top 20 test cadidates: 
smiles: C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)C2[C@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)C2[C@H]([C@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O, s:  0.02281
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)CO)O)O, s:  0.02281
node ID: 7685, ground truth SMILE: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
top 20 test cadidates: 
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C([C@H](C(O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.01945
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.01945
node ID: 8405, ground truth SMILE: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
top 20 test cadidates: 
smiles: COC1=CC(=CC(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.05146
smiles: COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.04908
smiles: COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O, s:  0.04027
smiles: COOC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O, s:  0.03568
smiles: COC1=CC(=C(C=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.03357
smiles: COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.02771
smiles: COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.02771
smiles: COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=C(C=C(C=C3)O)O, s:  0.02612
smiles: COC1=CC=C(C=C1)OC2=COC3=C(C2=O)C=CC(=C3)O, s:  0.02034
smiles: COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O, s:  0.01722
smiles: COC1=C(C=CC(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.01563
smiles: COC1=C(C=C(C=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.01563
smiles: COC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.01151
smiles: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O, s:  0.01151
smiles: COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)O, s:  0.00970
smiles: COC1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O, s:  0.00911
smiles: COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.00907
smiles: COC1=CC2=C(C(=C1)O)OC=C(C2=O)C3=CC=C(C=C3)O, s:  0.00907
smiles: COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O, s:  0.00621
smiles: COC1=CC(=CC=C1)OC2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00604
node ID: 9049, ground truth SMILE: COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
top 20 test cadidates: 
smiles: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)O)O)O, s:  0.11905
smiles: COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O)O, s:  0.05906
smiles: COC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)O)O)O, s:  0.04965
smiles: COC1=C(C(=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O)O, s:  0.02573
smiles: COC1=C(C=C(C(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.02448
smiles: COC1=CC(=CC(=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.01858
smiles: COC1=C(C(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O)O, s:  0.01744
smiles: COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.01475
smiles: COC1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O, s:  0.01169
smiles: COC1=C(C=C(C=C1O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.01143
smiles: COC1=C2C(=C(C(=C1)O)O)C(=O)C(=CO2)C3=CC=C(C=C3)O, s:  0.01049
smiles: COC1=C(C=C2C(=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.01026
smiles: COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O, s:  0.00911
smiles: COC1=C(C=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O, s:  0.00911
smiles: COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3O)O)O, s:  0.00747
smiles: COC1=C(C(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)O, s:  0.00738
smiles: COC1=C(C=CC2=C1OC=C(C2=O)C3=CC=C(C=C3)O)OO, s:  0.00672
smiles: COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)O)O, s:  0.00659
smiles: COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)OO)O, s:  0.00603
smiles: COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)O)O, s:  0.00597
node ID: 8837, ground truth SMILE: CCCCCCCCCCCCCCOS(=O)(=O)O
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCOS(=O)(=O)O, s:  0.52760
smiles: CCCCCCCCC(C)CCCCOS(=O)(=O)O, s:  0.03906
smiles: CCCCCCC(C)CCCCCCOS(=O)(=O)O, s:  0.03906
smiles: CCCCCC(C)CCCCCCCOS(=O)(=O)O, s:  0.03906
smiles: CCCCCCCC(C)(C)CCCCOS(=O)(=O)O, s:  0.03906
smiles: CCCCCCCC(C)CCCCCOS(=O)(=O)O, s:  0.03906
smiles: CCCCCCCCC(C)(C)CCCOS(=O)(=O)O, s:  0.02019
smiles: CCCCC(C)CCCCCCCCOS(=O)(=O)O, s:  0.02019
smiles: CCCCCCCCCC(C)CCCOS(=O)(=O)O, s:  0.02019
smiles: CCCCCCC(CCCCC)CCOS(=O)(=O)O, s:  0.01384
smiles: CCCCCCCCCCC(C)CCOS(=O)(=O)O, s:  0.01088
smiles: CCCC(C)CCCCCCCCCOS(=O)(=O)O, s:  0.00920
smiles: CC(C)CCCCCCCCCCCOS(=O)(=O)O, s:  0.00815
smiles: CCC(C)CCCCCCCCCCOS(=O)(=O)O, s:  0.00754
smiles: CCCCC(C)CCCC(C)CCCOS(=O)(=O)O, s:  0.00754
smiles: [H+].CCCCCCCCCCCCCCOS(=O)(=O)[O-], s:  0.00695
smiles: CCCCCCC(CCCCCC)COS(=O)(=O)O, s:  0.00522
smiles: CCCCCCCCCCC(C)(C)COS(=O)(=O)O, s:  0.00427
smiles: CCCCCCCCCOS(=O)(=O)OCCCCC, s:  0.00413
smiles: CCCCCCCOS(=O)(=O)OCCCCCCC, s:  0.00413
