node ID: 2079_hp, ground truth SMILE: COC(=O)CC1=CNC2=CC=CC=C21
smiles: C1=CC=C(C(=C1)[NH2+]O)N=N, s:  0.00044
smiles: CC1=CC(=CC(=C1)O)CO, s:  0.00044
smiles: C1=CC(=C[N+](=C1)N)C(=O)N, s:  0.00043
smiles: CC1=C(C=CC(=C1)CO)O, s:  0.00043
smiles: CC1=C(C=C(C=C1)CO)O, s:  0.00043
smiles: C1=C[N+](=CC=C1C(=O)N)N, s:  0.00043
smiles: CCOC1=CC=CC(=C1)O, s:  0.00043
smiles: C1=CC(=CC=C1CO)CO, s:  0.00043
smiles: C1=CC=[N+](C(=C1)C(=O)N)N, s:  0.00042
smiles: C[C@H](C1=CC(=CC=C1)O)O, s:  0.00042
smiles: CC(C1=CC(=CC=C1)O)O, s:  0.00042
smiles: C[C@@H](C1=CC(=CC=C1)O)O, s:  0.00042
smiles: C1=CC=[N+](C(=C1)N)C(=O)N, s:  0.00041
smiles: C1=CC=[N+](C=C1)C(=O)NN, s:  0.00041
smiles: C1=CC=C(C=C1)COCO, s:  0.00041
smiles: CC1=C(C=CC(=C1)O)CO, s:  0.00041
node ID: 8579_cj, ground truth SMILE: CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl
top 20 test cadidates: 
smiles: CC(C)(C)C(=O)[C@@H](N1C=NN=C1)OC2=CC=C(C=C2)Cl, s:  0.00027
smiles: CC(C)(C)C(=O)C(N1N=CC=N1)OC2=CC=C(C=C2)Cl, s:  0.00025
smiles: CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl, s:  0.00024
smiles: CC(C)(C)C(=O)C(N1C=CN=N1)OC2=CC=C(C=C2)Cl, s:  0.00024
smiles: CC(C)(C)C(=O)C(N1C=CN=C1)OC2=NC(=CC=C2)Cl, s:  0.00023
smiles: CC(C)(C)C(C(=O)N1C=NC=N1)OC2=CC=C(C=C2)Cl, s:  0.00021
smiles: CC(C)(CC(=O)N1C=NC=N1)COC2=CC=C(C=C2)Cl, s:  0.00020
smiles: CC(C)(C)C(=O)C(C1=NNN=C1)OC2=CC=C(C=C2)Cl, s:  0.00019
smiles: CC(C)(C)C(=O)C(C1=NC=NN1)OC2=CC=C(C=C2)Cl, s:  0.00019
smiles: CC1=NN(C=N1)C(C(=O)C(C)C)OC2=CC=C(C=C2)Cl, s:  0.00019
smiles: CC(=O)C(C)(C)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl, s:  0.00019
smiles: CCCCC(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl, s:  0.00019
smiles: CC(C)(CC(=O)OC1=CC=C(C=C1)Cl)CN2C=NC=N2, s:  0.00019
smiles: CC(C)(C)C(=O)C1=C(C=CC(=C1)Cl)OCN2C=NC=N2, s:  0.00019
smiles: CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=CC=C2Cl, s:  0.00019
smiles: CC(C)(CN1C=NC=N1)C(=O)COC2=CC=C(C=C2)Cl, s:  0.00018
smiles: CC(C)(COC1=CC=C(C=C1)Cl)C(=O)CN2C=NN=C2, s:  0.00018
smiles: CC(C)(COC1=CC=C(C=C1)Cl)C(=O)CN2C=CN=N2, s:  0.00018
smiles: CC(C)(COC1=CC=C(C=C1)Cl)C(=O)CN2C=NC=N2, s:  0.00018
smiles: CC(=O)C(C)(C)C(C1=NC=NN1)OC2=CC=C(C=C2)Cl, s:  0.00018
node ID: 4656_hp, ground truth SMILE: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C
top 20 test cadidates: 
smiles: CCN1C(=C(C(=O)N1C2=CC=CC=C2)NC=O)C, s:  0.00010
smiles: CCN1C(=O)C(=C(N1C2=CC=CC=C2)C)NC=O, s:  0.00009
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C, s:  0.00009
smiles: CCC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC=O, s:  0.00009
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C=O, s:  0.00008
smiles: CC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC(=O)C, s:  0.00007
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)CC(=O)N, s:  0.00007
smiles: CN1C(=C(C(=O)N1C2=CC=CC=C2)N(C)C)C=O, s:  0.00007
smiles: CC1=CC(=CC=C1)N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00006
smiles: CCCN1C(=C(C(=O)N1C2=CC=CC=C2)N=O)C, s:  0.00006
smiles: CCN1C(=C(C(=O)N1C2=CC=CC=C2)C(=O)N)C, s:  0.00006
smiles: CC1=CC=CC=C1N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00006
smiles: CN1C(=O)C(=CC(=O)N1C2=CC=CC=C2)N(C)C, s:  0.00006
smiles: CC1=C(C=NN1C)COC2=CC=CC=C2NC=O, s:  0.00006
smiles: CC1=C(C(=O)N(N1C)NC(=O)C)C2=CC=CC=C2, s:  0.00006
smiles: CC1=NN(C=C1COC2=CC=CC=C2NC=O)C, s:  0.00006
smiles: CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NCCO, s:  0.00006
smiles: CC1CC(=O)N(N=C1C2=CC(=CC=C2)NC=O)C, s:  0.00006
smiles: CC1CC(=O)N(N=C1C2=CC=C(C=C2)NC=O)C, s:  0.00006
smiles: CC1=C(C(=O)NC(=O)N1C2=CC=CC=C2)N(C)C, s:  0.00006
node ID: 2151_hyneg, ground truth SMILE: C1=CC(=CC=C1CO)O
top 20 test cadidates: 
smiles: CO[N-]C1=NN=CC=C1, s:  0.00093
smiles: COP(NN)NN, s:  0.00093
smiles: COC1=NN=C(C=C1)[NH-], s:  0.00091
smiles: C1=CC(=C[15NH+]=C1)C(=O)N, s:  0.00090
smiles: COOC1=CC=CC=C1, s:  0.00090
smiles: C1=C(N=CC(=N1)[NH-])CO, s:  0.00090
smiles: C1=C[N+](=CC=C1N=N)O, s:  0.00090
smiles: CP(=O)(NN)NN, s:  0.00089
smiles: CC(=O)C1=CN=NC1=[NH2+], s:  0.00089
smiles: CP[NH+]([NH+](N)[NH-])[O-], s:  0.00089
smiles: COC1=NC=CC(=N1)[NH-], s:  0.00089
smiles: CC1=CN=C(N=C1N)[O-], s:  0.00088
smiles: COC1=NC=C(C=N1)[NH-], s:  0.00088
smiles: C1=CC=N[N+](=O)C(=C1)N, s:  0.00088
smiles: COC1=NC(=CN=C1)[NH-], s:  0.00088
smiles: COC1=NC=NC(=C1)[NH-], s:  0.00088
smiles: CN1C=C([C-]=N1)C(=O)N, s:  0.00088
smiles: CC1=CC(=NC(=N1)N)[O-], s:  0.00088
smiles: CN1C=CC(=[N-])NC1=O, s:  0.00087
smiles: CC1=C(C(=NO1)C)[N+]#N, s:  0.00087
node ID: 14826_cj, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 20 test cadidates: 
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00948
smiles: CC(COC(C)COC(C)COC(C)COCC(C)OCC(C)OCC(C)OCC(C)O)O, s:  0.00849
smiles: CCCCOC(=O)C[C@H]1C[C@@H](OC(O1)(C)C)/C=C/C=C/CCC[C@@H](C)O[Si](C)(C)C(C)(C)C, s:  0.00538
smiles: CN1CCC2C3CC(CCC3C2C1)C4CN(C(S4)NCC(CC5CCC(C(C5)F)OC)N)C, s:  0.00524
smiles: CC(COCC(C)OC(C)(C)OC(C)COCC(C)OC(C)(C)OC(C)COCC(C)O)O, s:  0.00524
smiles: C[C@]12CC[C@@H]([C@H]([C@@H]1CCC2=C)CN=[N+]=[N-])[C@]3(CC4=C(C[C@@H]3CO[Si](C)(C)C(C)(C)C)NC=C4)C, s:  0.00524
smiles: C[C@H](CCCCC(=O)OC(C)(C)C)/C=C(\C)/[C@H]1[C@H](C=C[C@@H](O1)CCO[Si](C)(C)C(C)(C)C)O, s:  0.00523
smiles: C[C@H](COCC1=CC=C(C=C1)OC)[C@@H](C[C@H](CCO)CCO[Si](C(C)C)(C(C)C)C(C)C)O, s:  0.00522
smiles: C[C@@H]1C[C@@H]([C@H](OC1=O)[C@H](C[C@@H](C)C/C(=C/[C@@H](CC=C)CO[Si](C)(C)C(C)(C)C)/C)OC)OC, s:  0.00515
smiles: CC(C)(C)[Si](C)(C)O[C@@H]1CC(=O)[C@@H]([C@H]1C=CCCCCCCO)CCCCCCC(=O)OC, s:  0.00509
smiles: C[C@@H]1C[C@H]2[C@@H]([C@H]1OC)C[C@@]([C@H](C[C@@H]3[C@](C2=O)([C@H](CC3(C)C)O)C)O[Si](C)(C)C(C)(C)C)(C)O, s:  0.00508
smiles: C[C@@H]1C[C@H]2[C@@H]([C@H]1OC)C[C@@]([C@H](C[C@@H]3[C@](C2=O)(C[C@H](C3(C)C)O)C)O[Si](C)(C)C(C)(C)C)(C)O, s:  0.00508
smiles: C[C@@]1(CC[C@@H](C[C@@H]1CCO)O[Si](C)(C)C(C)(C)C)C2CC[C@]3(C([C@@H]2O)CCC34OCCO4)C, s:  0.00505
smiles: C[C@@H]1C[C@H]([C@@H](O[C@H]1C)O[C@H](C)CC/C=C/C(=O)OCC2CCCCC2)O[Si](C)(C)C(C)(C)C, s:  0.00502
smiles: C[C@@H]1[C@@H]([C@@]2(C=C(C([C@@H]2CC13OCCO3)(C)C)C)CCCOCOC)CO[Si](C)(C)C(C)(C)C, s:  0.00501
smiles: CCCCC[C@H](/C=C/[C@H]1[C@H](C[C@H]([C@H]1C/C=C\CCCC(=O)OC)O)O[Si](CC)(CC)CC)O, s:  0.00499
smiles: CCCCCCCCCCCCCCCCSC(C)CO[P+](O)([O-])OCC[N+](C)(C)C, s:  0.00499
smiles: CCCCCC(C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O[Si](CC)(CC)CC)O, s:  0.00498
smiles: C[C@@]1(CC[C@@H](C[C@@H]1CO)O[Si](C)(C)C(C)(C)C)C2CC[C@]3(C([C@@H]2CO)CCC34OCCO4)C, s:  0.00497
smiles: CCCCC[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O[Si](C)(C)C(C)(C)C)O, s:  0.00496
node ID: 2673_sedi, ground truth SMILE: CC(=NCCC1=CC=NC=C1)N
top 20 test cadidates: 
smiles: CCN(C1=CC=CC=C1)C(=N)N, s:  0.00033
smiles: CCC(=N)N(C1=CC=CC=C1)N, s:  0.00030
smiles: CN(CC(=N)N)C1=CC=CC=C1, s:  0.00029
smiles: CN(CC1=CC=CC=C1)C(=N)N, s:  0.00027
smiles: C/C(=C/N(C1=CC=CC=C1)N)/N, s:  0.00027
smiles: CN(C)C1=CC=CC(=C1)C(=N)N, s:  0.00026
smiles: C/C(=C/N)/N(C1=CC=CC=C1)N, s:  0.00026
smiles: CN(C)C1=CC=CC=C1C(=N)N, s:  0.00026
smiles: CN(C)N=C(C1=CC=CC=C1)N, s:  0.00026
smiles: CN(C)/N=C(/C1=CC=CC=C1)\N, s:  0.00026
smiles: CN(C)/N=C(\C1=CC=CC=C1)/N, s:  0.00026
smiles: CN(C)C(=N)C1=CC=CC=C1N, s:  0.00026
smiles: CN=C(N)N(C)C1=CC=CC=C1, s:  0.00025
smiles: CC1=CC(=CC=C1)N(C)C(=N)N, s:  0.00025
smiles: CN(C)C1=CC=C(C=C1)C(=N)N, s:  0.00025
smiles: CN(C)C(=NC1=CC=CC=C1)N, s:  0.00025
smiles: CN(CN)C(=N)C1=CC=CC=C1, s:  0.00025
smiles: CC(C1=CC=CC=C1)(C(=N)N)N, s:  0.00025
smiles: CC1=CC=CC=C1N(C)C(=N)N, s:  0.00025
smiles: CN(C)/N=C/C1=CC=CC=C1N, s:  0.00025
node ID: 1431_hyneg, ground truth SMILE: CC(CC(=O)O)O
top 20 test cadidates: 
smiles: C(CC(=O)O)CO, s:  0.00358
smiles: COCCC(=O)O, s:  0.00316
smiles: CCOOCC=O, s:  0.00295
smiles: CCC(=O)OOC, s:  0.00294
smiles: CC(=O)COOC, s:  0.00294
smiles: CCOOC(=O)C, s:  0.00294
smiles: CCOCC(=O)O, s:  0.00293
smiles: CCOO/C=C/O, s:  0.00292
smiles: COOCCC=O, s:  0.00290
smiles: CCCC(=O)OO, s:  0.00289
smiles: COOCC1CO1, s:  0.00289
smiles: COC(=O)CCO, s:  0.00288
smiles: CCOC(=O)CO, s:  0.00288
smiles: CCOC(=O)OC, s:  0.00287
smiles: C[C@@H](CC(=O)O)O, s:  0.00287
smiles: CC(CC(=O)O)O, s:  0.00287
smiles: C[C@H](CC(=O)O)O, s:  0.00287
smiles: C(CO)C(=O)CO, s:  0.00286
smiles: CC(C=O)OOC, s:  0.00285
smiles: C[C@@H](C(=O)CO)O, s:  0.00285
node ID: 9049_hyneg, ground truth SMILE: COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
top 20 test cadidates: 
smiles: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)O)O)O, s:  0.00029
smiles: COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O)O, s:  0.00027
smiles: COC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)O)O)O, s:  0.00027
smiles: COC1=C(C(=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O)O, s:  0.00025
smiles: COC1=C(C=C(C(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00025
smiles: COC1=CC(=CC(=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00024
smiles: COC1=C(C(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O)O, s:  0.00024
smiles: COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.00023
smiles: COC1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O, s:  0.00022
smiles: COC1=C(C=C(C=C1O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00022
smiles: COC1=C2C(=C(C(=C1)O)O)C(=O)C(=CO2)C3=CC=C(C=C3)O, s:  0.00022
smiles: COC1=C(C=C2C(=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.00022
smiles: COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O, s:  0.00022
smiles: COC1=C(C=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O, s:  0.00022
smiles: COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3O)O)O, s:  0.00021
smiles: COC1=C(C(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)O, s:  0.00021
smiles: COC1=C(C=CC2=C1OC=C(C2=O)C3=CC=C(C=C3)O)OO, s:  0.00021
smiles: COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3O)O)O, s:  0.00021
smiles: COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)OO)O, s:  0.00021
smiles: COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)O)O, s:  0.00021
node ID: 3435_cj, ground truth SMILE: COC1=CC=C(C=C1)N2CCNCC2
top 20 test cadidates: 
smiles: CCN(CC)C(=O)C1=CC(=CC=C1)N, s:  0.00013
smiles: CC1=CC(=CC=C1)C(=O)N(C)CCN, s:  0.00012
smiles: CCN(CC)C(=O)C1=CN=CC(=C1)C, s:  0.00011
smiles: CCN(CC)C(=O)C1=NC=CC(=C1)C, s:  0.00011
smiles: CCN(CC)C(=O)C1=CC(=NC=C1)C, s:  0.00011
smiles: CCN(CC)C(=O)C1=CC=C(C=C1)N, s:  0.00010
smiles: CCN(C)C(=O)C1=CC=CC(=C1)CN, s:  0.00010
smiles: CCN(CCN)C(=O)C1=CC=CC=C1, s:  0.00010
smiles: CCN(CC)C(=O)C1=CC=CC(=N1)C, s:  0.00010
smiles: CCN(CC)C(=O)C1=CN=C(C=C1)C, s:  0.00010
smiles: CCN(C)C(=O)NC1=CC=CC(=C1)C, s:  0.00010
smiles: CCN(C)C(=O)C1=CC(=CC=C1)NC, s:  0.00010
smiles: CC1=CC(=CC=C1)C(=O)NCCNC, s:  0.00010
smiles: CCN(CC)C(=O)C1=C(N=CC=C1)C, s:  0.00010
smiles: CC1=CC(=CC=C1)CCC(=O)N(C)N, s:  0.00010
smiles: CCN(C1=CC=CC(=C1)C)C(=O)NC, s:  0.00010
smiles: CCN(CC(=O)N)C1=CC=CC(=C1)C, s:  0.00010
smiles: CCN(C1=CC=CC(=C1)C)C(=O)CN, s:  0.00010
smiles: CCN(C(=O)C)NC1=CC=CC(=C1)C, s:  0.00010
smiles: CC1=CC(=CC=C1)CCCC(=O)NN, s:  0.00009
node ID: 6385_sedi, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00051
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00045
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00040
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00040
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00040
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00040
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00039
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00038
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00038
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00038
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00037
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00037
smiles: CCCCCCC(C)(CCCCC)CCC(=O)N, s:  0.00037
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00036
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00036
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00036
smiles: CCCCCCCCCCCC(=O)CCCCN, s:  0.00036
smiles: CCC(C)(C)CCCCCCCCCCC(=O)N, s:  0.00036
smiles: CCCCCCCCCCCCC(=O)C(CC)N, s:  0.00036
smiles: CCCCCCCCCCCCCC(=O)NCC, s:  0.00035
node ID: 10821_cj, ground truth SMILE: CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCC=CCCCCCCCC(=O)N, s:  0.00551
smiles: CCCCCCCCCCCC/C=C\CCCCCCCC(=O)N, s:  0.00551
smiles: CCCCCCCCCC/C=C/CCCCCCCCCC(=O)N, s:  0.00551
smiles: CCCCCCCCCCC=CCCCCCCCCCC(=O)N, s:  0.00551
smiles: CCCCCCCCCC=CCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCC=CCCCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCC/C=C/CCCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCC/C=C/CCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCCC=CCCCCCCCCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCCCCCCCCC/C=C\CCCCC(=O)N, s:  0.00550
smiles: CCCCCCCCCCCCCCCC=CCCCCC(=O)N, s:  0.00550
smiles: CCCCCCCCCCCCCCCCC=CCCCC(=O)N, s:  0.00544
smiles: CCCCCCCCCCCCCCCC/C=C/CCCC(=O)N, s:  0.00544
smiles: CCCCCCCCCCCCCCCCC/C=C/CCC(=O)N, s:  0.00539
smiles: CCCCCCCCCCCCCCCCCC=CCCC(=O)N, s:  0.00539
smiles: CCCCCCCCCCCCCCCCCCC=CCC(=O)N, s:  0.00516
smiles: CCCCCCCCCCCCCCCCCC/C=C\CC(=O)N, s:  0.00516
smiles: CCCCCCCCCCCCCCCCCC/C=C/CC(=O)N, s:  0.00516
smiles: CCCCCCCCC=CCCCC(CCCC)CCCC(=O)N, s:  0.00483
node ID: 5678_hp, ground truth SMILE: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O
top 20 test cadidates: 
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.00079
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00079
smiles: CC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N, s:  0.00079
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O)N, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@@H]3C[C@@H]([C@@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@@H]3C[C@H]([C@@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)C3C[C@H](C(O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H](C(O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O, s:  0.00079
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@@H](O3)CO)O, s:  0.00079
smiles: C1[C@@H](O[C@@H]([C@H]1O)CO)CN2C=NC3=C(N=CN=C32)N, s:  0.00074
smiles: C1[C@H](O[C@@H]([C@H]1O)CO)CN2C=NC3=C(N=CN=C32)N, s:  0.00074
smiles: C1C(OC(C1O)CO)CN2C=NC3=C(N=CN=C32)N, s:  0.00074
smiles: CC1=C2C(=NC(=N1)N)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O, s:  0.00074
smiles: CC1=NC2=C(N=CN=C2N1[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00074
smiles: CC1=NC2=C(N=CN=C2N1C3CC(C(O3)CO)O)N, s:  0.00074
node ID: 7229_cj, ground truth SMILE: CCCCOP(=O)(OCCCC)OCCCC
top 20 test cadidates: 
smiles: CCOP(=O)(OCC(C)(C)C)OCC(C)(C)C, s:  0.00201
smiles: CCCCCOP(=O)(OCC)OCCCCC, s:  0.00194
smiles: CCCCCCCCOP(=O)(OCC)OCC, s:  0.00189
smiles: CCOP(=O)(OCCC(C)C)OCCC(C)C, s:  0.00186
smiles: CCCCCCOP(=O)(OCC)OCCCC, s:  0.00181
smiles: CCC(CC)OP(=O)(OCC)OC(CC)CC, s:  0.00174
smiles: CCCCCCCOP(=O)(OCC)OCCC, s:  0.00173
smiles: CCCCOP(=O)(OCCCC)OCCCC, s:  0.00162
smiles: CCCC(C)OP(=O)(OCC)OC(C)CCC, s:  0.00159
smiles: CCCCC(CC)COP(=O)(OCC)OCC, s:  0.00158
smiles: CCC(C)C(C(C)C)OP(=O)(OCC)OCC, s:  0.00158
smiles: CCCCCCOP(=O)(OCC)OCC(C)C, s:  0.00149
smiles: CC(C)COP(=O)(OCC(C)C)OCC(C)C, s:  0.00148
smiles: CCCCCCC(C)OP(=O)(OCC)OCC, s:  0.00145
smiles: CCCCCC(CC)OP(=O)(OCC)OCC, s:  0.00145
smiles: CCCCCCCCCCCCOP(=O)(O)O, s:  0.00144
smiles: CCCCCCOP(=O)(OCCC)OCCC, s:  0.00142
smiles: CCCCCCCCCCCCP(=O)(O)OO, s:  0.00141
smiles: CCC(C)CCCCCCCCOP(=O)(O)O, s:  0.00140
smiles: CCCCC(CCCC)CCCOP(=O)(O)O, s:  0.00140
node ID: 2275_cj, ground truth SMILE: C1=CC=C(C=C1)CC(C(=O)O)N
top 20 test cadidates: 
smiles: C1CC2=C(C=C1)NC(C2)C(=O)O, s:  0.00025
smiles: C1CC2=C(CC(N2)C(=O)O)C=C1, s:  0.00025
smiles: C=CC1=C(NC(C1)C(=O)O)C=C, s:  0.00025
smiles: C1CC=C2C(=C1)CC(N2)C(=O)O, s:  0.00025
smiles: C1C=CC=C2C1CC(N2)C(=O)O, s:  0.00024
smiles: C1CC2=CNC=C2CC1C(=O)O, s:  0.00024
smiles: C1CC(=O)NC2C1C=CC(=C2)O, s:  0.00024
smiles: C1CC(C2=CNC=C2C1)C(=O)O, s:  0.00024
smiles: C1CC(=O)NC2C1C=CC=C2O, s:  0.00024
smiles: C1CC2=C(C1C(=O)O)NCC=C2, s:  0.00024
smiles: C1CC(C1C2=CC=CN2)C(=O)O, s:  0.00024
smiles: C1C2C=CC=CC2NC1C(=O)O, s:  0.00024
smiles: C1CC(C2=C(C1)NC=C2)C(=O)O, s:  0.00023
smiles: C1CC2=C(CC1C(=O)O)C=CN2, s:  0.00023
smiles: C1CC2=C(CC1C(=O)O)NC=C2, s:  0.00023
smiles: CC1CC2=CNC=C2C1C(=O)O, s:  0.00023
smiles: C1CC2=C(C=C1)C(NC2)C(=O)O, s:  0.00023
smiles: C1CNC(C2=CC=CC21)C(=O)O, s:  0.00023
smiles: C1CNC2=CC=CC(C21)C(=O)O, s:  0.00023
smiles: C1CC2=C(C=C1)NCC2C(=O)O, s:  0.00023
node ID: 6561_hp, ground truth SMILE: COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
top 20 test cadidates: 
smiles: C1C(C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@@H]([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@H]([C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)[C@@H](CO)O)O, s:  0.00085
smiles: C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NCO)CO)O, s:  0.00083
smiles: C1C(C(OC(C1N2C=NC3=C(N=CN=C32)N)O)O)CO, s:  0.00079
smiles: C1[C@H](C(O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)O)CO, s:  0.00079
smiles: CONC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O, s:  0.00079
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)C3C[C@@H](C(O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@@H](O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@@H]3C[C@H]([C@@H](O3)CO)O)N, s:  0.00078
