node ID: 2079_hp, ground truth SMILE: COC(=O)CC1=CNC2=CC=CC=C21
smiles: C1C=CC=C2C1CC(N2)C(=O)O, s:  0.00024
smiles: C1CC2=CNC=C2CC1C(=O)O, s:  0.00024
smiles: C1CC(=O)NC2C1C=CC(=C2)O, s:  0.00024
smiles: C1CC(C2=CNC=C2C1)C(=O)O, s:  0.00024
smiles: C1CC(=O)NC2C1C=CC=C2O, s:  0.00024
smiles: C1CC2=C(C1C(=O)O)NCC=C2, s:  0.00024
node ID: 6561_hp, ground truth SMILE: COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
top 10 test cadidates: 
smiles: C1C(C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@@H]([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@H]([C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00094
smiles: C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)[C@@H](CO)O)O, s:  0.00085
smiles: C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NCO)CO)O, s:  0.00083
smiles: C1C(C(OC(C1N2C=NC3=C(N=CN=C32)N)O)O)CO, s:  0.00079
smiles: C1[C@H](C(O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)O)CO, s:  0.00079
smiles: CONC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O, s:  0.00079
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00078
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.00078
node ID: 4962_hypos, ground truth SMILE: CC(=CCCC(=CC=O)C)C
top 10 test cadidates: 
smiles: C[C@@]12CCC(C1(C)C)CC2=O, s:  0.00025
smiles: CC1([C@@H]2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: C[C@]12CC[C@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@]12CC[C@@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@]12CCC(C1(C)C)CC2=O, s:  0.00025
smiles: CC1(C2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: C[C@@]12CC[C@@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@@]12CC[C@H](C1(C)C)CC2=O, s:  0.00025
smiles: CC1([C@H]2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: CC1(C(=O)CC2C1(CC2)C)C, s:  0.00017
node ID: 5581_hp, ground truth SMILE: CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
top 10 test cadidates: 
smiles: CCCCCCCOC1=CC=C(C=C1)C/C(=N/O)/C, s:  0.00004
smiles: CCCNCC(C)(CC1CCOC2=CC=CC=C12)O, s:  0.00004
smiles: CC(C)C1=CC(=CN(C(C)C)O)C=C(C1=O)C(C)C, s:  0.00004
smiles: CC(C)NCC(C)(CC1CCOC2=CC=CC=C12)O, s:  0.00004
smiles: CCCNCCC(C)(C1=CC=CC2=C1OCCC2)O, s:  0.00004
smiles: CCCNCC(C)(CCC1=CC2=C(C=C1)OCC2)O, s:  0.00004
smiles: CCCNC(CC1CCCO1)CC2=CC=C(C=C2)O, s:  0.00004
smiles: CCCNC(CC1CCCO1)CC2=CC(=CC=C2)O, s:  0.00004
smiles: CCCNCC(C)(CC1C2=CC=CC=C2CCO1)O, s:  0.00004
smiles: CCCCCCCOC1=CC=C(C=C1)/C(=N/O)/CC, s:  0.00004
node ID: 13828_sedi, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 10 test cadidates: 
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.00316
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00316
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.00316
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.00257
smiles: CCN(CC)CCOC1=C(C=C(C=C1)CNC(=NC)NCCCOCCOC)OC, s:  0.00172
smiles: CC(C)OC1=CC=C(C=C1)NC(=NCCCOCCOC)NCCN(C)CCOC, s:  0.00170
smiles: CC[C@H]([C@H]([C@H](C)CO)O)C(OCC1=CC=CC=C1)O[Si](C(C)C)(C(C)C)C(C)C, s:  0.00164
smiles: CC[Si](CC)(CC)C1=CC(=CO1)C(CCCCCCCCCCCO)OC(=O)C, s:  0.00163
smiles: CC(=O)OC(CCCCCCCCCCCO)C1=COC(=C1)[Si](C)(C)C(C)(C)C, s:  0.00163
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)CC(COCC(C)C)O, s:  0.00162
node ID: 8129_cj, ground truth SMILE: CCCCCCCCCCCCCCCC[N+](C)(C)C
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCC[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCCCC[NH2+]CCC, s:  0.01414
smiles: CCCCCCCCCCCCCCCC[NH+](C)CC, s:  0.01414
smiles: CCCCCCCCC(CCCCCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCC(CCCCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCC(CCCCC)[N+](C)(C)C, s:  0.01414
smiles: CC(C)CCCCCCCCCCCCC[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCCC(C)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCC(CCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCC(CCCCCC)C[N+](C)(C)C, s:  0.01414
node ID: 822_hyneg, ground truth SMILE: CC(C(=O)O)O
top 10 test cadidates: 
smiles: C(CO)C(=O)O, s:  0.00928
smiles: COOOC=C, s:  0.00925
smiles: C=C(CO)OO, s:  0.00922
smiles: COC(=C)OO, s:  0.00920
smiles: COCC(=O)O, s:  0.00920
smiles: C(COO)C=O, s:  0.00919
smiles: CC(C=O)OO, s:  0.00915
smiles: C(C(=O)CO)O, s:  0.00914
smiles: CC(=O)OOC, s:  0.00914
smiles: C=C(O)OCO, s:  0.00912
node ID: 2642_hyneg, ground truth SMILE: C1=CC=C(C(=C1)C(=O)O)O
top 10 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)O)O, s:  0.00249
smiles: [H+].C1=CC=C(C(=C1)C(=O)O)[O-], s:  0.00236
smiles: [2H]C1=CC=C(C(=C1)[O-])C(=O)O, s:  0.00210
smiles: C1=CC=C(C(=C1)C(=[O+])O)O, s:  0.00204
smiles: C1=CC=C(C=C1)OOC=O, s:  0.00204
smiles: C1=CC=C(C=C1)OC(=O)O, s:  0.00203
smiles: C1=CC(=CC(=C1)O)C(=O)O, s:  0.00202
smiles: C1=CC(=CC=C1C(=O)O)O, s:  0.00201
smiles: C=CC1=C(C=CO1)C(=O)O, s:  0.00201
smiles: C1=CC(=NN=C1)NC(=O)[O-], s:  0.00199
