node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CCCOC(=O)C1=CC=CC=C1OC(=O)C, s:  0.00023
smiles: CCCCC(=O)OC(=O)C1=CC=CC=C1O, s:  0.00023
smiles: CCCCC(=O)OC1=CC=CC=C1C(=O)O, s:  0.00023
smiles: CCOC(=O)COC(=O)C1=CC=CC=C1C, s:  0.00023
smiles: CC(C)C(=O)COC(=O)C1=CC=CC=C1O, s:  0.00022
smiles: CCCOC(=O)C1=CC=CC(=C1C)C(=O)O, s:  0.00022
node ID: 13396, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 20 test cadidates: 
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3[C@H](O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3C(O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00222
smiles: CCC1=CC(=CC=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=CC(=C4)CC)[C@@H](CO)O, s:  0.00207
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@@H]2OC[C@H]3[C@@H](O2)[C@H](O[C@H](O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)[C@H]2OC[C@@H]3[C@@H](O2)[C@@H](O[C@@H](O3)C4=CC(=C(C=C4)C)C)[C@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)C2OC[C@H](O2)[C@@H]3[C@H](OC(O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC(=C(C=C4)C)C)[C@@H](CO)O)C, s:  0.00199
smiles: CC1=C(C=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC(=C(C=C4)C)C)C(CO)O)C, s:  0.00199
node ID: 13828, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 20 test cadidates: 
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.00565
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.00565
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00565
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.00491
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00257
smiles: CC(C(C)OCC(COC(C)C(C)O)(COC(C)C(C)O)COC(C)C(C)O)O, s:  0.00246
smiles: CC(COC(COC(C)C(C)O)(COC(C)C(C)O)OCC(C)C(C)O)C(C)O, s:  0.00239
smiles: CCCCCC(COCC(COCC(C)O)(COCC(C)O)COCC(C)O)O, s:  0.00239
smiles: CC(COC)OCC(COCC(C)OC)(COCC(C)OC)COC(C)COC, s:  0.00237
smiles: CC(C(C)O)C(C(COC(C)C(C)O)(COC(C)C(C)O)C(C(C)C(C)O)O)O, s:  0.00236
smiles: CC(C(C)O)C(C(COC(C)C(C)O)(COC(C)C(C)O)COC(C)C(C)O)O, s:  0.00236
smiles: CCC(CO)OC(CO)OCC(CC)OC(CC)OCC(CC)OC(CC)OC, s:  0.00235
smiles: CC(COCC(COCC(C)OC)(COCC(C)OC)COCC(C)OC)OC, s:  0.00231
smiles: CCC(COCC(COCC(CC)O)(COCC(CC)O)COCC(CC)O)O, s:  0.00230
smiles: CCCCOCCOCCOCCOCCOC[C@@H](COCCOCCCC)O, s:  0.00227
smiles: CCCCOCCOCCOCCOCCOC[C@H](COCCOCCCC)O, s:  0.00227
smiles: CCCCOCCOCCOCCOCCOCC(COCCOCCCC)O, s:  0.00227
smiles: CCCCCCCC(COCCOCCOCCOCCOCCOCCO)O, s:  0.00227
smiles: CCCCOCCOCC(C(CCO)OCCOCCC(COCCCC)O)O, s:  0.00224
smiles: CCCCOC(CC(CC(OCC)OCCCC)(C(CO)(CO)CO)O)OCC, s:  0.00223
node ID: 17543, ground truth SMILE: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
top 20 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO, s:  0.03004
smiles: CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO, s:  0.01639
smiles: CC(C)(C)OCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO, s:  0.01316
smiles: CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC, s:  0.00950
smiles: CCCCCCCCCCCCCOCC(C)OCCOCCOCCOCCOCCOCCO, s:  0.00940
smiles: CC(C)(COCCOCCCCCCCCCCOCCOCCOCCO)OC(C)(C)C(C)(C)O, s:  0.00940
smiles: CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCOCCOCCOCCO, s:  0.00884
smiles: C1=CC=C2C(=C1)N(C3=CC=CC=C3N2CCCCCCCCCCCO)CCCCCCCCCCCO, s:  0.00733
smiles: CCCCCCCC[N+](CCCCCCCC)(CCCCS(=O)(=O)O)CCOCCOCCCC, s:  0.00671
smiles: CC(C)OCCCOCC(COCCCOC(C)C)(COCCCOC(C)C)OCCCOC(C)C, s:  0.00665
smiles: CCCCCCCCCCCCCCCCCCOCC(CNC)OP(=O)([O-])OCC[N+](C)(C)C, s:  0.00650
smiles: CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN(C)CC)NC, s:  0.00644
smiles: CCC(=O)NCCCCCCC(CCCCCCNC(=O)C=C)(CCCOCCCNC)NC(=O)C=C, s:  0.00637
smiles: CCCCCCCCCCCCCCCCCCCOCC(CN)OP(=O)([O-])OCC[N+](C)(C)C, s:  0.00636
smiles: CCCCCCCCCCCOC1=CC=C(C=C1)N=NC2=CC=C(C=C2)OCCCCCCCCCCC, s:  0.00633
smiles: CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)NC, s:  0.00631
smiles: CCCCCCCCCCCC[N+](C)(C)CCS[P+](O)([O-])OCCCCCCCCCCCC, s:  0.00630
smiles: CCCCCCCCCCCCOC1=C(C=C(C=C1)C=C(C#N)C#N)OCCCCCCCCCCCC, s:  0.00625
smiles: CCCCCCCCCCCCCCCCCCCCCCCCCCOS(=O)(=O)C1=CC=CC=C1, s:  0.00625
smiles: CCCCCCCCCCCCOC1=CC=C(C=C1)C2=NC=C(C=N2)OCCCCCCCCCC3CC3, s:  0.00622
